filename,dataset,gender_pred,gender,dominant_emotion,gender_emotion_class,angry,disgust,fear,happy,sad,surprise,neutral,face_x,face_y,face_w,face_h,face_area,face_aspect_ratio,brightness,sharpness,valence,arousal
face_S131_006_00000020.png,train,"{'Woman': 1.1269972659647465, 'Man': 98.87300133705139}",Man,happy,happy_Man,0.000965156,5.784095424843372e-09,0.036375725,99.72592592,3.0128794037409538e-05,0.001229298,0.2354754135012626,6,0,38,47,1786.0,0.81,176.62933930571108,2564.4769348886266,0.797550684,0.5987018025296564
face_S071_005_00000020.png,train,"{'Woman': 99.99998807907104, 'Man': 1.054966389801848e-05}",Woman,happy,happy_Woman,3.9349194042026525e-09,6.257600952233361e-14,2.6638674599510643e-08,99.99732971191406,4.036035505805558e-07,6.693928397694116e-10,0.002672724,4,0,39,47,1833.0,0.83,170.78505182760503,2137.998105,0.7999786112861523,0.5999839625328017
face_S074_005_00000043.png,train,"{'Woman': 99.99985694885254, 'Man': 0.00014677257240691688}",Woman,happy,happy_Woman,2.6964968325072465e-10,1.581692468593724e-16,2.342112104040879e-11,99.79278444008736,1.2506721737636795e-06,4.237561249123375e-09,0.2072177252377704,6,0,37,47,1739.0,0.79,177.29557216791258,3329.288178614546,0.7983422382227011,0.5987566899524068
face_S056_004_00000019.png,train,"{'Woman': 0.0005360883733374067, 'Man': 99.99946355819702}",Man,happy,happy_Man,3.039167079717986e-10,1.2175008905913016e-17,3.016066854144336e-11,99.96740818412206,6.5824768338406475e-09,2.098093892753821e-07,0.032586333,6,2,34,45,1530.0,0.76,161.99869281045753,3080.43255,0.7997393083749669,0.5998044826037806
face_S064_003_00000023.png,train,"{'Woman': 0.13808057410642505, 'Man': 99.86191987991333}",Man,happy,happy_Man,0.1664290355491297,3.6977350103647737e-07,0.3063350317898354,82.72766081,0.022014344,0.4258426329979142,16.351714271102633,3,0,40,47,1880.0,0.85,174.6372340425532,3050.1963555341786,0.6600392146955586,0.5043530586820293
face_S067_005_00000020.png,train,"{'Woman': 99.99423027038574, 'Man': 0.005770500501967035}",Woman,happy,happy_Woman,1.1539370348145894e-06,2.2168910519706868e-12,1.0078562290294356e-08,99.74616765975952,0.000183108,1.1310956615773191e-06,0.2536462154239416,4,0,39,47,1833.0,0.83,124.46426623022369,1739.4721795868852,0.797967879,0.5984775791028458
face_S132_006_00000023.png,train,"{'Woman': 0.24772684555500746, 'Man': 99.752277135849}",Man,happy,happy_Man,2.8662277884450305e-06,2.865087588834956e-12,1.5761801863689584e-07,99.87471103668211,1.987602900044294e-05,1.227387684821224e-05,0.1252576243132352,4,0,40,47,1880.0,0.85,123.74148936170212,1676.144459031236,0.7989975265742378,0.5992484376817914
face_S092_004_00000024.png,train,"{'Woman': 0.030870959744788706, 'Man': 99.9691367149353}",Man,happy,happy_Man,3.1130349498198484e-05,2.9488256281240417e-08,0.000284865,90.59929847717284,0.006179678,0.020355971,9.373851120471954,5,0,37,47,1739.0,0.79,172.62679700977574,2222.290850795984,0.7248241529104474,0.5438003396985213
face_S092_004_00000023.png,train,"{'Woman': 0.022202204854693264, 'Man': 99.97779726982117}",Man,happy,happy_Man,2.36267027147729e-05,2.3007853938966376e-09,0.000347646,97.54464611677206,0.001036044,0.002998874,2.4509487271874386,5,0,38,47,1786.0,0.81,170.0699888017917,2282.025426390904,0.7803582690672833,0.5853012864668339
face_S108_008_00000013.png,train,"{'Woman': 99.98782873153687, 'Man': 0.01216909076902084}",Woman,happy,happy_Woman,0.000278455,1.0153645285670976e-09,3.402448953693238e-05,99.99868869781494,5.516010759265555e-06,5.2724370647183605e-06,0.000989338,5,0,37,46,1702.0,0.8,154.19623971797884,2449.767898691109,0.7999872887524939,0.599994722
face_S085_002_00000013.png,train,"{'Woman': 99.20982122421265, 'Man': 0.7901760749518871}",Woman,happy,happy_Woman,4.698381963755229e-07,1.3904059939402506e-10,7.79370953820812e-05,99.65199826073636,2.824743771836809e-05,3.014780143145464e-05,0.3478634145699986,6,0,37,47,1739.0,0.79,207.5198389879241,4799.486660752001,0.7972153439848876,0.5979130599327236
face_S061_002_00000013.png,train,"{'Woman': 0.7263421081006527, 'Man': 99.27365779876709}",Man,happy,happy_Man,1.5281170296256954e-08,3.35888412353334e-16,3.681578594930952e-07,88.66960338768979,4.166463422811464e-07,0.000936961,11.329458584157145,3,0,40,47,1880.0,0.85,158.62765957446808,3913.034064056134,0.7093605708214893,0.5320260590831141
face_S096_004_00000010.png,train,"{'Woman': 0.07051763241179287, 'Man': 99.92947578430176}",Man,happy,happy_Man,0.008421093,9.358914610062768e-09,0.001192037,99.91564751676948,0.019987501,8.666476777823442e-05,0.054659228,5,1,40,46,1840.0,0.87,170.8771739130435,2488.991398,0.7990983823564506,0.5996327603877175
face_S134_004_00000013.png,train,"{'Woman': 0.005812651215819642, 'Man': 99.99418258666992}",Man,happy,happy_Man,6.165417482106861e-09,2.152323593873976e-12,1.8212162333774984e-08,99.99917746,2.336168734018429e-05,1.1807527400264917e-06,0.000798999,4,0,40,47,1880.0,0.85,109.86968085106383,2092.5982616568585,0.7999932291286641,0.59999514
face_S136_006_00000019.png,train,"{'Woman': 91.7415201663971, 'Man': 8.258473128080368}",Woman,happy,happy_Woman,4.632777993694714e-11,1.958401786385803e-21,4.780963544845499e-13,97.06746339797974,1.9104444415329883e-08,4.826432586924057e-07,2.9325393959879875,4,2,37,45,1665.0,0.82,98.18798798798798,1140.6642772502232,0.7765396833683459,0.5824047655946797
face_S138_005_00000015.png,train,"{'Woman': 99.60741996765137, 'Man': 0.3925854340195656}",Woman,happy,happy_Woman,1.8241438183675392e-06,7.958665416079932e-09,0.000120792,98.91742480785553,0.000285339,0.000345128,1.081817281923618,4,0,39,47,1833.0,0.83,160.72067648663392,2505.4075750716765,0.7913376760282249,0.593509641
face_S138_005_00000016.png,train,"{'Woman': 99.66697096824646, 'Man': 0.3330313367769122}",Woman,happy,happy_Woman,3.947632150198805e-06,4.531384726831645e-08,0.000132398,99.77124932,0.00026982,2.391129782235873e-05,0.2283174505227863,5,0,38,47,1786.0,0.81,163.08062709966404,2514.905595216748,0.7981670017506532,0.5986297625717939
face_S130_013_00000015.png,train,"{'Woman': 99.93000030517578, 'Man': 0.06999372271820903}",Woman,happy,happy_Woman,1.7264801513341282e-11,2.4370896685283665e-17,2.0720784876598297e-13,99.99412298202516,3.295854908436091e-09,1.7355582249134471e-09,0.005877672,5,0,39,47,1833.0,0.83,117.49972722313149,1551.9026795230438,0.7999529785637045,0.5999647339630861
face_S098_004_00000015.png,train,"{'Woman': 6.111012399196625, 'Man': 93.88898611068726}",Man,happy,happy_Man,1.4357692281179862e-11,2.076910163988396e-19,7.786668534385968e-14,99.99997615814208,4.3555613217678695e-11,5.362317765755455e-15,2.295668650731386e-05,2,0,41,47,1927.0,0.87,107.00934094447328,1844.5042838918928,0.7999998163455929,0.5999998622597781
face_S078_004_00000026.png,train,"{'Woman': 100.0, 'Man': 3.897027056609659e-06}",Woman,happy,happy_Woman,0.2505076499958426,0.004729264,1.4336158444652465,78.21279634313562,5.826248575821434,0.051888175,14.220219208015155,3,0,39,47,1833.0,0.83,143.4113475177305,1894.0442752721888,0.5674826660772655,0.5021527420690401
face_S011_006_00000013.png,train,"{'Woman': 85.54188013076782, 'Man': 14.45811539888382}",Woman,happy,happy_Woman,1.1243277420192045e-07,8.876358184798046e-18,2.826721301474322e-07,99.99604225158691,2.4821555921761283e-08,7.865883638880078e-09,0.003962816,4,0,39,47,1833.0,0.83,90.23186033824332,1467.729607734065,0.7999682911176201,0.5999762241266161
face_S094_004_00000011.png,train,"{'Woman': 97.32102155685425, 'Man': 2.678981237113476}",Woman,happy,happy_Woman,4.727161564346106e-13,1.5604048288579874e-21,8.94767224691744e-14,99.99915957445856,6.700587207882119e-11,1.2070896217909807e-10,0.000841839,5,0,38,47,1786.0,0.81,105.35330347144456,1161.1239229718767,0.7999932652851789,0.599994949
face_S093_004_00000016.png,train,"{'Woman': 0.00023247423541761236, 'Man': 99.9997615814209}",Man,happy,happy_Man,7.510030930468758e-08,1.239151332542085e-11,4.826041233307876e-08,99.68005418777466,0.000301894,0.000102775,0.3195375902578234,3,0,41,47,1927.0,0.87,155.1001556824079,2660.493674005185,0.7974384559412154,0.5980821773313044
face_S131_006_00000022.png,train,"{'Woman': 1.1711616069078445, 'Man': 98.8288402557373}",Man,happy,happy_Man,6.946977215704919e-07,1.472627659294685e-15,1.8517490874003786e-07,99.98346567,9.477378604128006e-09,5.7658990471054494e-06,0.016528877,5,0,39,47,1833.0,0.83,176.11565739225313,2438.7021249809145,0.7998677325697631,0.5999008459514997
face_S050_006_00000022.png,train,"{'Woman': 0.08963326690718532, 'Man': 99.91036057472229}",Man,happy,happy_Man,2.4725322222896726e-09,1.566300464545831e-14,1.8822225716791984e-10,99.95440244,1.287586363226419e-05,4.999010392728128e-08,0.045586805,3,0,42,47,1974.0,0.89,122.1757852077001,1539.171981709539,0.7996350993141328,0.5997264407037537
face_S128_011_00000014.png,train,"{'Woman': 99.92214441299438, 'Man': 0.07785317720845342}",Woman,happy,happy_Woman,1.0012694673378064e-06,2.061219250837354e-09,7.125133816288098e-07,99.99337196350098,2.7459495299808623e-05,7.815140179445734e-06,0.006594985,5,0,35,46,1610.0,0.76,83.61552795031056,1129.0596134408397,0.7999467437761406,0.5999603752981094
face_S115_008_00000017.png,train,"{'Woman': 99.89247918128967, 'Man': 0.10751667432487011}",Woman,happy,happy_Woman,2.1958636298169413e-08,5.544590353473238e-18,2.9603489798413207e-10,99.99995231628418,3.431020658556383e-10,4.000788589308968e-09,5.131038278705091e-05,5,0,38,47,1786.0,0.81,131.49888017917132,2596.450916610341,0.7999995891616399,0.599999692
face_S091_003_00000021.png,train,"{'Woman': 99.99996423721313, 'Man': 3.391975837985228e-05}",Woman,happy,happy_Woman,1.1377582036231624e-09,2.2941230594976358e-15,7.884336516994497e-08,99.86913800239564,9.316911331325173e-06,3.242375967715816e-06,0.1308485865592956,4,0,39,47,1833.0,0.83,191.3104200763775,2870.027006844571,0.7989530480596435,0.5992148904897845
face_S133_010_00000012.png,train,"{'Woman': 0.004020024425699376, 'Man': 99.99598264694214}",Man,happy,happy_Man,6.342359970545886e-07,1.9043730580044107e-14,1.5952583698464196e-08,99.98509883880617,5.828425173604046e-05,1.2049786946022325e-06,0.01484322,4,2,40,45,1800.0,0.89,145.36277777777778,2648.200147839506,0.7998803071231956,0.5999107707614741
face_S011_006_00000012.png,train,"{'Woman': 98.8058614730835, 'Man': 1.194135546684265}",Woman,happy,happy_Woman,2.244720520572229e-08,1.8012403906793433e-18,5.532493907445257e-08,99.99809265,1.1005190508894812e-08,1.356472920099882e-09,0.001907907,4,0,39,47,1833.0,0.83,90.92962356792144,1413.6952958862628,0.7999847353955074,0.599988553
face_S060_002_00000026.png,train,"{'Woman': 99.99969005584717, 'Man': 0.0003115573235845659}",Woman,happy,happy_Woman,1.535452841261442e-09,4.9861418518809645e-17,4.4599732435847417e-11,93.97695660591124,2.550812450152762e-07,0.000236469,6.022804602980614,5,0,37,47,1739.0,0.79,163.05635422656698,3079.8322990382985,0.7518166122015204,0.5638638802792066
face_S106_006_00000010.png,train,"{'Woman': 100.0, 'Man': 7.123964178984421e-10}",Woman,happy,happy_Woman,0.000562321,1.5663998659650234e-10,0.000435192,99.99716281857047,1.4782235155086825e-05,2.129955577137287e-07,0.001832087,6,2,35,45,1575.0,0.78,148.72761904761904,2803.257418594104,0.7999701432270243,0.5999913939880681
face_S069_004_00000016.png,train,"{'Woman': 93.5534656047821, 'Man': 6.446532905101776}",Woman,happy,happy_Woman,6.8883900579522215e-06,9.744018820291359e-11,4.735899775136072e-05,98.83924112787736,0.003524463,0.000788549,1.1563944146209255,3,0,41,47,1927.0,0.87,141.26725480020758,2735.650280381836,0.7906884856272014,0.5930535818188601
face_S106_006_00000011.png,train,"{'Woman': 100.0, 'Man': 1.8866512085241594e-10}",Woman,happy,happy_Woman,2.3227771350775583e-05,9.220134557100591e-12,0.000154954,99.99803305,3.078556298774515e-07,3.70471786581561e-07,0.001790593,5,1,36,46,1656.0,0.78,144.91002415458937,2817.0701179578286,0.799982996,0.5999897679477018
face_S135_012_00000019.png,train,"{'Woman': 0.012168800458312035, 'Man': 99.98782873153687}",Man,neutral,neutral_Man,0.236911844,0.003569111,0.4218443334066073,14.584006617546873,10.60756422371438,0.078482411,74.06762529225651,5,0,37,47,1739.0,0.79,178.6359976998275,2781.048960673201,0.02749276,0.1257428085660226
face_S044_003_00000013.png,train,"{'Woman': 0.00013207624078859226, 'Man': 99.9998688697815}",Man,happy,happy_Man,0.014318654,8.459614259104242e-09,0.0001898,98.35166335105896,0.000461247,0.000511877,1.6328619793057442,5,0,36,47,1692.0,0.77,200.9669030732861,4197.164247760285,0.7867100507015986,0.5902321873912308
face_S057_006_00000032.png,train,"{'Woman': 99.99102354049683, 'Man': 0.008969720511231571}",Woman,happy,happy_Woman,4.525699182602177e-09,4.779182850291158e-15,1.4030255658790807e-10,99.99586939787086,1.9068548225126143e-09,4.205814614131001e-07,0.004132353,6,0,38,47,1786.0,0.81,181.5515117581187,2673.584056472577,0.7999669393902769,0.5999752071453229
face_S062_004_00000024.png,train,"{'Woman': 0.0032289921364281327, 'Man': 99.99676942825317}",Man,happy,happy_Man,1.572858430378902e-09,2.097327101009445e-21,9.632725557489703e-12,99.99489188163828,1.2444252100280659e-10,1.4441253321294405e-05,0.005096058,4,0,39,47,1833.0,0.83,166.41571194762685,2746.607015,0.7999591737425411,0.5999694669765213
face_S057_006_00000033.png,train,"{'Woman': 99.98939037322998, 'Man': 0.010605472198221833}",Woman,happy,happy_Woman,3.849321091496774e-07,5.471903638554864e-12,6.49424330829377e-08,99.99437928166266,9.984907940530825e-08,1.2598541628138286e-06,0.005620672,6,0,39,47,1833.0,0.83,179.7190398254228,2829.364499243873,0.7999550212356062,0.5999662804103033
face_S069_004_00000015.png,train,"{'Woman': 3.764829337596893, 'Man': 96.23516917228699}",Man,happy,happy_Man,1.1135548969404532e-05,1.1066700923059634e-11,4.602392483886791e-05,99.97310638267436,0.006260095,6.373077024059945e-05,0.020509293,3,2,41,45,1845.0,0.91,144.0281842818428,2955.5249200578724,0.799734652,0.5998585154863759
face_S097_006_00000017.png,train,"{'Woman': 3.151452006022737e-05, 'Man': 99.99996423721313}",Man,happy,happy_Man,6.144147732811689e-05,3.360392408779944e-07,0.000346819,60.49267649650574,0.000845755,0.061132322,39.44493532180786,4,0,38,47,1786.0,0.81,168.3768197088466,3504.6788123754627,0.4841763226777653,0.363512407
face_S034_005_00000009.png,train,"{'Woman': 97.6971447467804, 'Man': 2.3028533905744553}",Woman,happy,happy_Woman,1.5545059500264887e-06,2.572174397744221e-09,2.4134512006348248e-05,99.98928904469544,0.007410509,1.569046930424773e-08,0.003279315,6,0,39,47,1833.0,0.83,204.3813420621931,3881.5620016018393,0.7998548119043377,0.599958168
face_S136_006_00000018.png,train,"{'Woman': 90.06298875808716, 'Man': 9.93701347708702}",Woman,happy,happy_Woman,5.8607431407953214e-09,1.1294813774721673e-15,1.8159893727665022e-09,95.71579694747923,6.76182523307034e-06,1.4797508640640444e-05,4.284185171127319,3,1,38,46,1748.0,0.83,96.88043478,1060.949089577366,0.7657263523997877,0.5742949140448468
face_S129_012_00000011.png,train,"{'Woman': 100.0, 'Man': 3.986846408565725e-07}",Woman,happy,happy_Woman,0.002027536,0.000837749,0.1137370592914521,96.54751420021056,1.489608921,0.001643811,1.844630017876625,4,0,38,47,1786.0,0.81,137.29787234042553,1750.1493274178035,0.7596544441747036,0.5848127529570349
face_S137_011_00000020.png,train,"{'Woman': 1.6727196052670479, 'Man': 98.32727909088135}",Man,happy,happy_Man,1.1459654336576365e-07,1.4055295473312416e-14,5.429391380928905e-08,99.88663197,2.4143174570667725e-06,1.3743471072302782e-05,0.1133588841184973,2,0,42,47,1974.0,0.89,143.33738601823708,2261.754118895182,0.7990930328558192,0.599319881
face_S014_005_00000016.png,train,"{'Woman': 99.99998807907104, 'Man': 1.4451536856086022e-05}",Woman,happy,happy_Woman,1.8635443410630616e-06,2.9420831547909137e-11,1.4688716909461164e-06,99.980551,7.515987476836017e-06,2.08681683488976e-05,0.019418533,4,0,38,47,1786.0,0.81,105.95072788353863,1646.4859570956887,0.7998443980259382,0.5998835369960117
face_S085_002_00000012.png,train,"{'Woman': 96.08655571937561, 'Man': 3.913440927863121}",Woman,happy,happy_Woman,1.8202786500332022e-09,1.0412486023346468e-13,4.0656716882026e-08,99.84562397003174,6.569575994319621e-07,3.970858486468387e-06,0.1543749938718974,6,0,36,47,1692.0,0.77,209.74586288416072,4267.306217480118,0.7987649730619963,0.5990737601377433
face_S093_004_00000015.png,train,"{'Woman': 0.0004667958364734659, 'Man': 99.99953508377075}",Man,happy,happy_Man,2.4589487468571546e-07,1.0625280857122272e-11,9.941614347015855e-07,99.25625319816191,0.00076474,6.84646961298334e-05,0.742917971,3,0,40,47,1880.0,0.85,155.00851063829788,2677.6618334087825,0.794044128,0.5955404070713352
face_S097_006_00000019.png,train,"{'Woman': 1.8479600782939087e-05, 'Man': 99.99997615814209}",Man,neutral,neutral_Man,4.444856926966168e-06,1.583772175905995e-09,1.0977414532931109e-06,32.51885474,0.000143005,0.004672196,67.47632026672363,4,0,38,47,1786.0,0.81,166.49776035834267,3892.671073636057,0.2601683548915909,0.1951556609435623
face_S087_005_00000010.png,train,"{'Woman': 99.839848279953, 'Man': 0.16015192959457636}",Woman,happy,happy_Woman,2.856826881725283e-05,3.5616221777390322e-09,0.000264065,99.75273013114928,0.000145626,0.000923481,0.2459138631820678,5,0,38,47,1786.0,0.81,137.9848824,1328.575880401129,0.7980222757142956,0.5985276997973706
face_S134_004_00000015.png,train,"{'Woman': 0.00808919285191223, 'Man': 99.9919056892395}",Man,happy,happy_Man,1.3630641872752215e-08,1.821342698382822e-12,2.307277145864316e-08,99.99926686282556,3.604142976838479e-05,1.426805869676536e-06,0.000696999,4,0,39,47,1833.0,0.83,110.30496453900707,2067.8902737560675,0.7999938410845656,0.5999957142565332
face_S065_004_00000028.png,train,"{'Woman': 99.99945163726807, 'Man': 0.0005477184004121227}",Woman,happy,happy_Woman,5.603509521198976e-06,2.1165953964311644e-08,0.026660203,99.78479149522884,0.1817090220202181,1.2178773514464226e-05,0.00682193,6,0,37,47,1739.0,0.79,136.44450833812536,1654.306495672627,0.7966380441138782,0.5994939696836292
face_S127_004_00000016.png,train,"{'Woman': 98.42278957366943, 'Man': 1.577211357653141}",Woman,happy,happy_Woman,9.891198970990445e-06,5.202993591524319e-08,0.000571401,99.93180037,0.000298374,0.000334867,0.066988962,5,0,39,47,1833.0,0.83,119.48663393344243,1629.7002871225804,0.7994492547604887,0.5995999096559054
face_S026_006_00000013.png,train,"{'Woman': 99.993896484375, 'Man': 0.006099349411670119}",Woman,happy,happy_Woman,1.912193875464041e-08,6.246409727941117e-16,4.239925908468018e-13,99.99542236328124,2.352501971003563e-07,8.014735403127915e-09,0.004576683,6,0,37,47,1739.0,0.79,102.08108108108108,1418.8915238510629,0.7999633824541235,0.5999725392593046
face_S098_004_00000013.png,train,"{'Woman': 1.8454229459166527, 'Man': 98.15457463264465}",Man,happy,happy_Man,7.714144535826695e-11,3.4772009430156863e-16,3.30753491002006e-13,99.99904633,5.5287777828150206e-09,3.3449132563725314e-14,0.000958591,2,0,41,47,1927.0,0.87,108.56201349247534,1815.6876721669423,0.799992331,0.5999942484359465
face_S067_005_00000021.png,train,"{'Woman': 99.97221827507019, 'Man': 0.02777789777610451}",Woman,happy,happy_Woman,1.0008016123942725e-07,1.844386426962757e-14,2.330847459637764e-10,99.84932541,1.3625887009298942e-05,6.563782353630623e-07,0.1506619710869771,4,0,39,47,1833.0,0.83,126.3900709219858,1843.283687050376,0.7987944821081554,0.5990959894817506
face_S124_007_00000022.png,train,"{'Woman': 99.99657869338989, 'Man': 0.0034265583963133395}",Woman,happy,happy_Woman,7.114748667749926e-11,2.1099948889269198e-18,4.166625789035365e-12,99.99343752821908,1.9888918087771662e-09,8.996523507273288e-08,0.006564492,4,0,39,47,1833.0,0.83,110.3567921440262,1918.1249315081536,0.7999474836697806,0.599960613
face_S130_013_00000014.png,train,"{'Woman': 99.70721006393433, 'Man': 0.2927942667156458}",Woman,happy,happy_Woman,1.8791932434849136e-07,3.8574823975260616e-17,1.967091212916885e-11,99.97894168,2.50396423722031e-08,3.723310382466973e-08,0.021053246,5,0,39,47,1833.0,0.83,116.29078014184395,1573.2475304987754,0.7998315706576916,0.5998736809322357
face_S132_006_00000021.png,train,"{'Woman': 0.10813273256644607, 'Man': 99.89186525344849}",Man,happy,happy_Man,4.876311265888944e-06,6.753729520081464e-11,9.755896535068589e-07,98.26210141181946,0.000132549,0.000291996,1.7374727874994278,4,0,41,47,1927.0,0.87,124.56512714063312,1690.8952829119098,0.7860968417927957,0.5895756547746062
face_S062_004_00000023.png,train,"{'Woman': 0.003352932253619656, 'Man': 99.99665021896362}",Man,happy,happy_Man,2.179743494894568e-09,1.0640682851851092e-20,3.278413435075768e-11,99.94468688635152,5.622163226595793e-10,6.234938981481683e-05,0.055253759,4,0,39,47,1833.0,0.83,168.87506819421714,2526.483832650424,0.7995577204991712,0.5996686645051148
face_S083_003_00000017.png,train,"{'Woman': 0.029914427432231605, 'Man': 99.97009038925171}",Man,happy,happy_Man,2.5005769405146378e-05,0.000845654,0.3525760535805161,99.4422496,0.001600186,8.98186839968143e-07,0.2027034983541371,4,0,42,47,1974.0,0.89,183.74113475177305,3729.810195150944,0.7930519104568328,0.5998359136654519
face_S093_004_00000014.png,train,"{'Woman': 0.0004380648988444591, 'Man': 99.99955892562866}",Man,happy,happy_Man,6.340813984984095e-09,6.280087559400597e-14,7.51548337452057e-09,99.26242232322691,3.4658094705264375e-05,1.129919198206153e-05,0.7375325541943312,3,0,40,47,1880.0,0.85,155.37446808510637,2674.3000905387053,0.7940991396823893,0.595574735
face_S125_005_00000011.png,train,"{'Woman': 97.68138527870178, 'Man': 2.3186154663562775}",Woman,happy,happy_Woman,0.022824119,0.00122112,0.1509168624493099,97.46346458574918,2.173440101649767,0.000604956,0.1875270619073249,3,0,41,47,1927.0,0.87,154.2361183,2162.9007470116435,0.7610991111876028,0.5928535098116849
face_S098_004_00000014.png,train,"{'Woman': 1.4055232517421246, 'Man': 98.59447479248047}",Man,happy,happy_Man,3.51836712806405e-13,1.7119706641635147e-20,6.840432114053204e-17,99.99976158,7.851534635124058e-12,1.7466608171815804e-14,0.000242566,2,0,42,47,1974.0,0.89,108.5486322,1899.1158731185244,0.7999980594713129,0.5999985446035601
face_S116_007_00000017.png,train,"{'Woman': 0.009390201739734039, 'Man': 99.9906063079834}",Man,happy,happy_Man,4.215747113990531e-07,5.947763795129831e-11,1.819189032378174e-05,99.96300339478276,9.777654114066846e-06,1.8313767594882912e-06,0.036967725,4,0,38,47,1786.0,0.81,156.8852183650616,2483.215217838382,0.7997038152293194,0.5997782252299995
face_S089_002_00000021.png,train,"{'Woman': 0.0634773401543498, 'Man': 99.93652701377869}",Man,happy,happy_Man,1.0087850693674127e-09,1.0061227431702388e-11,1.2738376575782695e-06,99.59868788719176,1.5711708556409576e-05,1.3255471387196849e-06,0.4012940917164087,6,0,36,47,1692.0,0.77,203.74763593380607,5213.950288592124,0.7967893714632495,0.5975921961217451
face_S091_003_00000019.png,train,"{'Woman': 99.99996423721313, 'Man': 3.924080544948083e-05}",Woman,happy,happy_Woman,1.1003925857476528e-09,1.7129981755991173e-15,8.14921900794448e-08,99.83267783121336,5.907946484451878e-06,8.803586651494565e-06,0.1673114702179414,4,0,39,47,1833.0,0.83,193.3338788870704,2850.309905476044,0.7986613773127015,0.5989961401534039
face_S032_006_00000015.png,train,"{'Woman': 99.46936964988708, 'Man': 0.5306271836161613}",Woman,happy,happy_Woman,0.000323575,1.15898859953667e-08,0.000205106,86.32206320762634,13.676336407661438,7.059509227191896e-11,0.001076991,6,0,38,47,1786.0,0.81,160.26035834266517,3072.461679681084,0.5811620827705614,0.5589657934646204
